Name,Brand,Description,Notes,Image URL,Wood,Fire,Earth,Metal,Water,Gender,Top,Middle,Base,Female_Score,Male_Score,key,matched_keywords,all_text
Arborist Eau de Parfum,Jorum Studio," Arborist is an ode to enchanting woodlands, the likes of which are found across the brand's native Scotland. Be warned, Arborist is not just lumber. It is an imagined day-in-the-life of a Virideer (the keeper of the grass and green wood in the forest).Arborist possesses an overwhelming and spirited opening mellowing into sun-bleached woods, malted cereals and worked-skin. A symphony of nature untamed. The core structure of Arborist is redolent of many great Scots timbers; their leaves, flowers, fruits, roots and soil being the quintessential portrait of the forest.Arborist presents a unique blend of raw flowers, botanicals, resin sap, underwood and surprising forest fruits. Resolutely sylvan and intriguingly multifaceted with more than a hint of human skin, oily tool and distilling elixirs haunting from afar."," Quince, Honey, Saffron, Osmanthus Absolute, Magnolia, Burdock, Papyrus, Mugwort, Rose Absolute, Tuberose, Myrrh Absolute, Spruce Resin, Douglas Fir, Labdanum, Jatamansi, Malt, Lichen",https://static.luckyscent.com/images/products/846000.jpg?width=400&404=product.png,0.4255,0.1489,0.4255,0.0,0.0,unknown,,,,0.67,0.33,jorum studio|arborist eau de parfum|unknown,,"arborist eau de parfum jorum studio  quince, honey, saffron, osmanthus absolute, magnolia, burdock, papyrus, mugwort, rose absolute, tuberose, myrrh absolute, spruce resin, douglas fir, labdanum, jatamansi, malt, lichen "
Allegretto 7.2 Eau de Parfum,Berceuse Parfum," How does melancholy become beautiful? Listen to the stirring, sombre second movement of Beethoven's 7th symphony and imagine how it might smell. Dark, sweeping, poignant: this is Allegretto 7.2.A study in theme and variations, Allegretto is built around Haitian vetiver that brightens and darkens as it develops, layering earthy scents, smoke, and lavender.Allegretto 7.2's notes recede and repeat rhythmically. A fresh mint top note poises in the air like a conductor's baton, soon giving way to swirls of smoke, roots, and moist green leaves. Aromas of fresh-turned earth and wild vegetation join lavender and herbs at the heart. Then, as it falls from its crescendo, Allegretto settles on a warm base of cedar wood, vanilla, and benzoin. With its dynamic, seductive pulse, Allegretto is vetiver transcendent."," vetiver, smoke, lavender, mint, herbs, cedar wood, vanilla, benzoin",https://static.luckyscent.com/images/products/845000.jpg?width=400&404=product.png,0.4348,0.0,0.3261,0.1739,0.0652,unknown,,,,0.25,0.75,berceuse parfum|allegretto 7 2 eau de parfum|unknown,,"allegretto 7.2 eau de parfum berceuse parfum  vetiver, smoke, lavender, mint, herbs, cedar wood, vanilla, benzoin "
Golden Ambergris Parfum Extrait,Anonim," Here we have a very provocative aroma with a distinctive accent of powerful animal magnetism; a concoction of scents that is reminiscent of exclusive leather goods. Golden Ambergris flatters strong, confident and enigmatic personalities enjoying luxurious surroundings (the very clientele for which it was created)."," Leather, orris, sandalwood, spices, white ambergris, gold ambergris",https://static.luckyscent.com/images/products/844002.jpg?width=400&404=product.png,0.2222,0.0,0.7778,0.0,0.0,unknown,,,,0.0,1.0,anonim|golden ambergris parfum extrait|unknown,,"golden ambergris parfum extrait anonim  leather, orris, sandalwood, spices, white ambergris, gold ambergris "
Silver Ambergris Parfum Extrait,Anonim," This perfume captures the atmosphere of a deserted island gleaming in the sparkling mist of warm ocean waters heated by the mid-day sun. Revealed upon approach is an enchanted landscape: a whole isle covered with dense, emerald green, fantastically-shaped, entangled trees, their crowns sprinkled with flowers that fill the air with an intoxicating, mystic blossom bouquet."," tropical flowers and spicy citruses, silver ambergris, woods and moss",https://static.luckyscent.com/images/products/844001.jpg?width=400&404=product.png,0.2857,0.4286,0.1429,0.0,0.1429,unknown,,,,0.0,1.0,anonim|silver ambergris parfum extrait|unknown,,"silver ambergris parfum extrait anonim  tropical flowers and spicy citruses, silver ambergris, woods and moss "
Black Ambergris Parfum Extrait,Anonim," Black Ambergris is an enveloping fragrance that builds off the natural depth and velvety texture of natural ambergris to present the luxurious ambience of an exclusive private lounge. Sumptuously rich and intoxicating notes of dark chocolate, balsamic resins, and smoothly smoky incense give a feeling of enveloping serenity, while the elegance of black ambergris, chosen for its almost gourmand-adjacent sweetness, evokes the mouthwatering, deeply warming sensations of a perfectly crafted bespoke cocktail. It's a fragrance of comfort and sophistication in equal measure, an unforgettable night out with no expense spared. Discover the seductive satisfaction of Black Ambergris."," Dark chocolate, incense, black ambergris, resins, balsam",https://static.luckyscent.com/images/products/844000.jpg?width=400&404=product.png,0.0,0.0769,0.9231,0.0,0.0,unknown,,,,1.0,0.0,anonim|black ambergris parfum extrait|unknown,,"black ambergris parfum extrait anonim  dark chocolate, incense, black ambergris, resins, balsam "
Haxan Eau de Parfum,Parfum Prissana," Haxan is an ode to the ancient practices of sorcery, magic, alchemy and witchcraft. It is inspiredby Benjamin Christensen's 1922 seminal film on this subject.The perfume  uses over 100 ingredients that are traditionally represented in potions and elixirs associated with these practices. Created as a bespoke perfume for Rajesh Balkrishnan by Prin Lomros, H채xan is a dark witchy fougere style perfume which incorporates dark woody and aromatic elements on a mossy bed representative of the ambience of the smells of places where dark occult ceremonies were conducted.The perfume uses three blends of natural lavender oil surrounded by woody resinous birch, cedar, fir, guaiac, cypriol, sandalwood, wormwood, styrax and pine needle. There are spicy and herbal notes of saffron, thyme, rosemary, black pepper, nutmeg, caraway, cinnamon, violet leaf, tobacco, mushroom, basil, marjoram, and vetiver. Also present are faint animalic notes of civet, leather, musk, castoreum, beeswax, seaweed and hyrax that finally lead to a mossy powdery bed of moss, patchouli, labdanum, jasmine, olibanum, opoponax, chamomile, and galbanum. The perfume exudes an air of aromatic mystery and is a shape shifting marvel that ebbs and flows in alternate hues of dark and light.In spite of its dense and dark notes, this is a surprisingly wearable and not overly intense concoction that takes you on a ride into the dark unknown of magic and ancient practices of the surreal considered heretic and profane."," Chamomile, saffron, galbanum, lavender, rosemary, clary sage, marjoram, wormwood, sage, jasmine absolute, cypress absolute, fir balsam, spruce, beeswax absolute, elemi, thyme, basil, oregano, incense, labdanum, goat hair tincture, styrax, opoponax, nutmeg, gaiac, clove, black pepper, caraway, tobacco absolute, castoreum, cedar, sandalwood, cashmeran, mushroom, vetiver, patchouli, muscone",https://static.luckyscent.com/images/products/843009.jpg?width=400&404=product.png,0.3333,0.2558,0.3721,0.0,0.0388,unknown,,,,0.3,0.7,parfum prissana|haxan eau de parfum|unknown,,"haxan eau de parfum parfum prissana  chamomile, saffron, galbanum, lavender, rosemary, clary sage, marjoram, wormwood, sage, jasmine absolute, cypress absolute, fir balsam, spruce, beeswax absolute, elemi, thyme, basil, oregano, incense, labdanum, goat hair tincture, styrax, opoponax, nutmeg, gaiac, clove, black pepper, caraway, tobacco absolute, castoreum, cedar, sandalwood, cashmeran, mushroom, vetiver, patchouli, muscone "
Maruyama Eau de Parfum,Parfum Prissana," Maruyama, the name of a Japanese mountain, is a scent inspired by a visit made by perfumer Prin Lomros to a herb and flower garden in Sapporo, Hokkaido Japan, an island famous for its incredible diversity of rare medicinal herbs and flowers native to Japan. Using a natural and rare blue chamomile that tints the liquid an unusual blue hue*, Maruyama belongs to the Thammachatr (Thai for natural) series, and is thus composed of 100% all-natural raw materials.Maruyama is a rich, savory-herbal woody scent teeming with the surprising aromas of freshly roast coffee beans, caramelized brown sugar, amber, and celery root ?notes that cannot be explained by the notes list. Rather, this is alchemic magic worked by the combination of unusual materials such as lovage root and blue chamomile, herbal notes that have an odd, unexpected richness and dimension to them. Quirky and entrancing, this chorus of 뵖brown', sweetly aromatic notes proves to be robust, lasting throughout the day until the vegetal muskiness of ambrette seed diffuses it all out into a soft, woodsy haze. If you are fond of rich but kind of weird, offbeat herbal or woody perfumes such as Comme des Garcons' Sequoia, then Maruyama is for you.Made with 100% Natural materials*Please note that due to Maruyama's all-natural ingredients, the fragrance may change color to a dark grey/purple. This is perfectly normal and does not affect the scent itself."," chamomile, camphor, artemisia, marjoram, incense, rose otto, angelica, jatamansi, amyris, ambrette seed, cedarwood, vetiver, lovage  root",https://static.luckyscent.com/images/products/843007.jpg?width=400&404=product.png,0.2836,0.0522,0.5,0.0448,0.1194,unknown,,,,0.4,0.6,parfum prissana|maruyama eau de parfum|unknown,,"maruyama eau de parfum parfum prissana  chamomile, camphor, artemisia, marjoram, incense, rose otto, angelica, jatamansi, amyris, ambrette seed, cedarwood, vetiver, lovage  root "
Natsumeku Eau de Parfum,Parfum Prissana," Natsumeku is the Japanese word for the start of the summer and is inspired by the pleasant memory of a day perfumer Prin Lomros spent wandering around the Japanese countryside on a bright, cloudless spring day. Belonging to the Thammachatr (Thai for natural) series, Natsumeku is composed of 100% all-natural raw materials. Natsumeku is pure sunshine in a bottle. Imagine an entire Japanese yuzu tree ?the variety of citrus native to Japan ?pulped, distilled, and poured into a small clear bottle, and that is what it smells like. The traditional woods of Japan ?silvery hinoki wood and green, minty-rosy camphor ?form the subtle backing to the main players, which are the stunning liquid sunshine of yuzu (both the peel and the fruit), the dark green leaves clustered around the fruit (neroli), and the bittersweet lime twang of bergamot. Being all natural, this joyful explosion of multi-faceted citrus fruits cannot last forever, but the perfumer has cleverly extended the citrus loveliness as far as he can by way of a classically clean, soapy neroli accord that seems to go on forever.Made with 100% Natural materials"," camphor, yuzu, hinoki, orange bitter, mandarin, lavender, neroli, orris butter, rose otto, oakmoss, artemisia, bergamot, tangerine, palo santo",https://static.luckyscent.com/images/products/843006.jpg?width=400&404=product.png,0.1481,0.4815,0.1481,0.2222,0.0,unknown,,,,0.75,0.25,parfum prissana|natsumeku eau de parfum|unknown,,"natsumeku eau de parfum parfum prissana  camphor, yuzu, hinoki, orange bitter, mandarin, lavender, neroli, orris butter, rose otto, oakmoss, artemisia, bergamot, tangerine, palo santo "
Tom Yum Eau de Parfum,Parfum Prissana," Oh boy ?just say the word Tom Yum and our mouths water. And the perfume Tom Yum has precisely the same effect. Spritz it on and your senses are instantly afire. Inspired by the famously sweet and sour Tom Yum soup of Thailand, Tom Yum (the scent) belongs to Prissana's Thammachatr (Thai for natural) series, meaning that it is all natural ?more a recipe than a formula, almost. An extra inducement to lick your own skin when you're wearing it.Tom Yum smells immediately like a steaming hot bowl of Tom Yum. Exploding with bright, citrusy lemongrass and coriander flavors, it is a perfect balance of hot, sweet, sour, and herbal. The flavors seem to go 1,000 leagues deep in each direction. The gingery heat of galangal is cooled by the soapy, lemony grassiness of coriander for a sensory experience that feels invigorating and exciting. Keeping all these explosive herbal and citrus notes in check is a backing of nutty, smoky chalood bark, and a soft sigh's worth of jasmine. Wonderful for a hot summer's day, when a dramatic twist on the traditional eau de cologne-style refreshment is called for.Made with 100% natural materials"," Lime, kaffir lime leaf, lemongrass, petitgrain, jasmine absolute, galangal, coriander, patchouli, grapefruit, lemon, chalood bark",https://static.luckyscent.com/images/products/843005.jpg?width=400&404=product.png,0.2069,0.3655,0.1379,0.1793,0.1103,unknown,,,,0.75,0.25,parfum prissana|tom yum eau de parfum|unknown,,"tom yum eau de parfum parfum prissana  lime, kaffir lime leaf, lemongrass, petitgrain, jasmine absolute, galangal, coriander, patchouli, grapefruit, lemon, chalood bark "
Tiwa Eau de Parfum,Parfum Prissana," Tiwa, Thai for밺aytime뵝, is a radiant floral citrus scent that represents뱓he scents of home뵝 for perfumer Prin Lomros, conjuring up the aromatic, fresh scent of local herbs being simmered in a pot by neighbors, nearby citrus orchards, and the lingering smoke of precious woods being dried in sheds. Tiwa belongs to the Thammachatr (Thai for natural) series, and is thus composed of 100% all-natural raw materials.Tiwa is a beautifully fresh, herbal take on the traditional citrus eau de cologne idea. The herbs in the opening are undeniably exotic, with a mouthwateringly savory, minty Thai basil duking it out with sour kaffir lime, spicy finger root oil, and an earthy green celery seed. The bright, tart citrus notes play second fiddle to the herbs for a while, but eventually jostle their way to the front, for an effect that is akin to Diorella or Eau Sauvage covered in verdant Thai foliage. The herbaciousness dies back eventually to reveal a rich, soapy orange blossom freshness that lingers on the skin for hours, like the warmth of a late afternoon sun. Fresh, tart, and rich, Tiwa is an upgrade on the eau de cologne theme that you'd be crazy to miss out on.Made with 100% Natural materials"," tangerine, kaffir limes, orange flower absolute, petitgrain, holy basil, cananga, finger root oil, Indonesian patchouli, guava leaf, lime, celery seed, vetiver, Australian sandalwood",https://static.luckyscent.com/images/products/843004.jpg?width=400&404=product.png,0.2621,0.2552,0.1931,0.1793,0.1103,unknown,,,,0.25,0.75,parfum prissana|tiwa eau de parfum|unknown,,"tiwa eau de parfum parfum prissana  tangerine, kaffir limes, orange flower absolute, petitgrain, holy basil, cananga, finger root oil, indonesian patchouli, guava leaf, lime, celery seed, vetiver, australian sandalwood "
Mohragot Eau de Parfum,Parfum Prissana," Mohragot, meaning밻merald뵝 in Thai, is an aromatic, muscular masculine that draws on the classical European foug챔re for structure but twists it in a distinctly Eastern direction for a scent that will surprise and delight even the most jaded of palates. Exotic touches such as earthy betel leaf, milky-green-sweet pandan leaf, and dusty, tobacco-ish chalood bark ?all materials indigenous to South East Asian countries such as Thailand and India ?make it clear that, although we can smell the inky bitterness of oakmoss and the dark green herbal undergrowth of the classic European forest shifting underneath, we are in unfamiliar territory. And it's a thrilling realization.Thus, in the place of dewy ferns and bright lavender, we smell the damp, reddish soil of the Thai jungle, which mingles with the chewy, green perfumeyness of sweet pandan leaves to create a deeply green, spicy aroma that soothes and excites all at once. In the base, Thai oud joins with a flinty, minty oakmoss and the coumarin-like nuances of chalood bark for a finish that is softly musky and woodsy, gently disengaging the scent from its aromatic topnotes. For those who love the classical foug챔re genre but wish it were a bit more innovative or exotic, Mohragot should be on your test list."," betel leaf, chalood bark, pandan leaf, lime, jasmine sambac, marigold, frangipani, canaga, incense, myrrh, benzoin, clove, rosewood, cinnamon, Thai oud, sandalwood, Thai vetiver, oakmoss",https://static.luckyscent.com/images/products/843003.jpg?width=400&404=product.png,0.2652,0.2486,0.4309,0.0552,0.0,unknown,,,,0.43,0.57,parfum prissana|mohragot eau de parfum|unknown,,"mohragot eau de parfum parfum prissana  betel leaf, chalood bark, pandan leaf, lime, jasmine sambac, marigold, frangipani, canaga, incense, myrrh, benzoin, clove, rosewood, cinnamon, thai oud, sandalwood, thai vetiver, oakmoss "
Thichila Eau de Parfum,Parfum Prissana," Thichila is a stunning floriental incense scent, composed in the Eastern style, that will keep you guessing as to whether it is a floral oud, or an oudy floral, or a luscious floral bouquet awash in exotic Thai herbs and spices. Either way, this scent presents an ever-changing picture, like a landscape of red and gold sands shifting in a sandstorm.  The composition of Thichila is a marvel. Although at its core, the scent revolves around a hefty dose of animalic Thai oud dressed up with the minty, camphoraceous freshness of Wan Sao Lhong - a traditional Thai plant that looks like a flower but smells like a herb - Thichila fools us all at first by exploding onto the skin as a bombastic floral. An unctuous combo of champaca flower and Indian tuberose, tangled up in spicy saffron and tangy kaffir lime, creates the phantasm of a jungly ylang ylang. But blink, and before you know it, the floral sweetness is being reined in by a dark and earthy myrrh and roughed up by the leathery funk of that Siam oud. In Thai folklore, Wan Sao Lhong is feted as a love potion. And while Thichila could be a little challenging for oud beginners, one sniff and you will be enchanted ?drunk on this Thai love potion."," saffron, borneol, kaffir lime, jasmine sambac, champaca, gardenia, Indian tuberose, myrrh, incense, amber, styrax, rose, turmeric, spikenard, nutmeg, civet, Thai oud, Mysore sandalwood, Indonesian vetiver, cinnamon bark, Wan Sao Lhong ( Amomum Biflorum Jack)",https://static.luckyscent.com/images/products/843002.jpg?width=400&404=product.png,0.1161,0.3032,0.4387,0.1032,0.0387,unknown,,,,0.5,0.5,parfum prissana|thichila eau de parfum|unknown,,"thichila eau de parfum parfum prissana  saffron, borneol, kaffir lime, jasmine sambac, champaca, gardenia, indian tuberose, myrrh, incense, amber, styrax, rose, turmeric, spikenard, nutmeg, civet, thai oud, mysore sandalwood, indonesian vetiver, cinnamon bark, wan sao lhong ( amomum biflorum jack) "
Ma Nishtana Extrait de Parfum,Parfum Prissana," Ma Nishtana are the first two words in a phrase meaning ""Why is tonight different from all other nights?"", taken from the stories and lyrics of Had Gadya (the Chava Alberstein version). In a way, it makes sense to turn this philosophical question on its head and ask,뱖hy is this incense scent different from all other incense scents?뵝. After all, incense is a crowded genre and it really takes something special to stand out. Well, Ma Nishtana is something special.Standing somewhere between the soaring ethereality of Comme des Garcons' Avignon and the spiced, human weirdness of Grimoire by Anatole LeBreton, Ma Nishtana is unusual for its refusal to commit to either coolness or warmth. Instead, it is both, all at once. Its opening of smoky myrrh exploding in a cloud of fizzy aldehydes feels cooling, but immediately a bold dose of saffron, nutmeg, black pepper, cumin, and cardamom, burning through a cloud of ash and smoke turns, up the heat. There is incense ?mixed incense resins rather than any single one ?smoldering on a near-by censor, creating an aura of 뵖Buddhist temple'-like mysticism. But there is also the spicy warmth of thickly-fruited tea breads and pain d'epices percolating beneath, filling out the hollows. Austerity balanced by comfort. If you're on an incense quest, then Ma Nishtana might just be your final destination."," saffron, amber, aldehyde, frankincense, myrrh, styrax, rose, nutmeg, pink pepper, caraway, black pepper, cardamom, cumin, labdanum, castoreum, sandalwood, patchouli, smoke, leather, Norlimbanol, clove, allspice",https://static.luckyscent.com/images/products/843001.jpg?width=400&404=product.png,0.1084,0.3614,0.4096,0.1205,0.0,unknown,,,,0.33,0.67,parfum prissana|ma nishtana extrait de parfum|unknown,,"ma nishtana extrait de parfum parfum prissana  saffron, amber, aldehyde, frankincense, myrrh, styrax, rose, nutmeg, pink pepper, caraway, black pepper, cardamom, cumin, labdanum, castoreum, sandalwood, patchouli, smoke, leather, norlimbanol, clove, allspice "
Mandarava Extrait de Parfum,Parfum Prissana," Inspired by the vision of sweet yellow flowers, white elephants, and towering mountain peaks that make up the Thai vision of Trayastrimsa ?the Buddhist Nirvana or Afterlife - Mandarava is perfumer Prin Lomros' interpretation of what heaven smells like. At first, heaven smells like a lei of heady tropical flowers laid around your neck, the lushness of ripe jasmine, rice pudding-esque champaca, and buttery, banana-rich ylang sending the senses reeling. There is an impression of red fruit swollen with juices, threatening to burst out of the pollen-soaked flowers and run down your arm uninterrupted. But this is no innocent, girlish affair. Mandarava shows us that flowers can be downright filthy when they want to be. The lasciviousness of the Hindi oud couples furiously with a sharp civet and earthy cumin to lend the floral bouquet a spicy animalic edge that seems lifted out of 1980s powerhouse canon, before the reformulation bug bit. Now envisage this dense, spicy floral knot being lifted and diffused by a clean, powdery nag champa musk and soft incense ash, wafting in and out of the animalic floral oud notes to breathe air into the composition. After smelling both Ma Nishtana and Mandarava, we are calling Prin Lomros the Master of the Eastern incense theme in perfumery, hands down."," bodhi tree, borneol, jasmine sambac, Himalayan champaca, Madagascar ylang ylang, Indian marigold, frankincense, myrrh, styrax, rose, lotus, cinnamon, civet, nagamortha, ruh khus, ebony, Mysore sandalwood, Assamese oud (Hindi), Indonesian patchouli, oakmoss, gardenia, coriander, tolu, Siamese benzoin, aldehyde, cumin seed, amber, tuberose, ash",https://static.luckyscent.com/images/products/843000.jpg?width=400&404=product.png,0.0933,0.2953,0.5078,0.1036,0.0,unknown,,,,0.75,0.25,parfum prissana|mandarava extrait de parfum|unknown,,"mandarava extrait de parfum parfum prissana  bodhi tree, borneol, jasmine sambac, himalayan champaca, madagascar ylang ylang, indian marigold, frankincense, myrrh, styrax, rose, lotus, cinnamon, civet, nagamortha, ruh khus, ebony, mysore sandalwood, assamese oud (hindi), indonesian patchouli, oakmoss, gardenia, coriander, tolu, siamese benzoin, aldehyde, cumin seed, amber, tuberose, ash "
Scotch Peat Eau de Parfum,Strangers Parfumerie," In the Scottish Highlands, the malted barley that will become premium single-malt scotch is smoked over a fire of local peat- ensuring the striking local landscape is forever enshrined in the character of the distinctive spirit to be produced. This is the central inspiration for Scotch Peat, which marries the smoky, boozy, fruity, and gourmand aspects of a complex and mature single-malt to the breathtaking terrain responsible for its magnificence. Warm and sweet, bright and aromatic, smoky and grassy, and above all rich and challenging- this is the beauty of Scotch Peat, a must-have scent for all true connoisseurs of the most sophisticated dram on the planet."," Malted barley, hay absolute, cypress, spruce, labdanum, peat, moss, old oak barrel, cade, clearwood, tonka bean, smoke, dried fruits, honey, white chocolate, licorice, leather, orris butter, lavender absolute, artemisia, cassia, atlas cedar",https://static.luckyscent.com/images/products/842016.jpg?width=400&404=product.png,0.2963,0.1111,0.5185,0.0,0.0741,unknown,,,,0.5,0.5,strangers parfumerie|scotch peat eau de parfum|unknown,,"scotch peat eau de parfum strangers parfumerie  malted barley, hay absolute, cypress, spruce, labdanum, peat, moss, old oak barrel, cade, clearwood, tonka bean, smoke, dried fruits, honey, white chocolate, licorice, leather, orris butter, lavender absolute, artemisia, cassia, atlas cedar "
Gheorghe Eau de Parfum,Strangers Parfumerie," Inspired by the love story of Gheorghe and Johnny in the film ""God's Own Country, "" Gheorghe is a scent that captures springtime in Yorkshire,  England through the prism of forbidden romance. The emerging springtime sun sparkles against a greening countryside,  with earthy hay and peat contrasting with a juicy bouquet of fruits. Smooth,  green florals are carried on the country breeze,  while a darker animalic and lightly boozy tone to the gently woodsy base suggests the depth of the titular character's romantic desires. Complex and compelling,  Gheorghe is a truly romantic scent- with all the complications that actual romance entails."," Hay absolute, elemi, immortelle, cypress, gardenia, benzoin, opoponax, gaiac, narcissus, pear, clove, coriander, black pepper, carnation, tobacco, castoreum, heliotrope, tonka bean, sandalwood, patchouli, labdanum, peat, vanilla, whiskey, bluebell",https://static.luckyscent.com/images/products/842015.jpg?width=400&404=product.png,0.175,0.2375,0.525,0.0,0.0625,unknown,,,,0.5,0.5,strangers parfumerie|gheorghe eau de parfum|unknown,,"gheorghe eau de parfum strangers parfumerie  hay absolute, elemi, immortelle, cypress, gardenia, benzoin, opoponax, gaiac, narcissus, pear, clove, coriander, black pepper, carnation, tobacco, castoreum, heliotrope, tonka bean, sandalwood, patchouli, labdanum, peat, vanilla, whiskey, bluebell "
Comme Un Carrousel Eau de Parfum,Strangers Parfumerie," Summertime nostalgia isn't limited to the innocent bike rides and backyards of pre-adolescence- just as powerfully evocative are the memories (and half-memories) of teenage transgression, the furtive gatherings in cheap hotel rooms and after-dark beaches full of cheap booze, cigarettes, and nervous, hopeful yearning. That's the smell of Comme Un Carrousel, inspired by the wildness of the beach festival season in Nice, France. It's an intoxicating swirl of boozy rum and red wine, smoky tobacco, fizzy cola, and fiery spices that creates an undeniable evocation of the giddy highs and emotional depths of young lovers risking it all night after night. Surprisingly complex, deeply nostalgic, Comme Un Carrousel is the best party your 17 year old self ever attended."," Cola, rum, red wine, red apple, honey, basil, rose, orange flower, cinnamon, coconut, clove, tobacco, vanilla, myrrh, amber, ginger",https://static.luckyscent.com/images/products/842014.jpg?width=400&404=product.png,0.0,0.5098,0.3922,0.0,0.098,unknown,,,,0.67,0.33,strangers parfumerie|comme un carrousel eau de parfum|unknown,,"comme un carrousel eau de parfum strangers parfumerie  cola, rum, red wine, red apple, honey, basil, rose, orange flower, cinnamon, coconut, clove, tobacco, vanilla, myrrh, amber, ginger "
Eternal Summer Eau de Parfum,Strangers Parfumerie," A green tea field surrounded by a bamboo forest, Eternal Summer takes the summertime theme of Strangers Parfumerie's latest batch of releases and transposes it to a near-mythical plane with a scent that hides impressive sophistication beneath a nearly ethereal first impression. On first sniff, Eternal Summer is a blindingly bright and blissful fruity citrus, featuring the unique facets of fresh kumquat and juicy pear. But a moment's development reveals a gorgeous field of wild green grass, smooth, gentle rose, and a purely lovely green tea note that's nutty, earthy, smooth, and green, all at once. The bamboo forest surrounding it feels appropriately lush, with the gentle strength of gaiac wood and vetiver bringing all elements back together with the perfect touch of honeysuckle. It's remarkably easy to wear, but to call it simple would be a mistake- Eternal Summer is, instead, just a perfect summer scent for any green tea lover."," Kumquat, neroli, pear, grass, rose, bamboo, gaiac, sandalwood, green tea, oakmoss, vetiver, honeysuckle",https://static.luckyscent.com/images/products/842013.jpg?width=400&404=product.png,0.4361,0.2632,0.2105,0.0451,0.0451,unknown,,,,0.4,0.6,strangers parfumerie|eternal summer eau de parfum|unknown,,"eternal summer eau de parfum strangers parfumerie  kumquat, neroli, pear, grass, rose, bamboo, gaiac, sandalwood, green tea, oakmoss, vetiver, honeysuckle "
Magenta Pop Eau de Parfum,Strangers Parfumerie," To Prin Lomros, the hopes and fears, triumphs and failures of young love can be represented by a somewhat unlikely avatar: pop rocks. It's not as crazy as it might seem- aside from being a reliable source of childhood nostalgia, the fizzy, exploding candy is just like the experiences that make up the romantic awakening of adolescence: sweet, painful, exciting, unpredictable, and fleeting. This is the concept behind Magenta Pop, a candy-inspired summer scent of sweet, juicy, occasionally painful romance. Magenta Pop is built around grape, but not the fruity dimensionality of a wine or table grape- the flattened purple sweetness of the ubiquitous candy flavor, syrupy and indulgent. Contrast, therefore, comes with the electric spices meant to convey the crackle of the candy: black pepper, coriander, cinnamon, ginger. Languid honeycomb adds a sugary crunch, while an undercurrent of boozy red wine and animalic leather hint at the deeper, more adult pleasures down the road. If you'd like a grape scent with a bit of grown-up challenge hidden on the edges, Magenta Pop is a testament to coming of age that will make your mouth water- and your heart flutter."," Grape, amber, blueberry, honeycomb, rose, orris, coriander, black pepper, gingerbread, licorice, red wine, leather, atlas cedar, mandarin orange, tobacco, caramel, civet, cinnamon",https://static.luckyscent.com/images/products/842012.jpg?width=400&404=product.png,0.0617,0.5062,0.3704,0.0,0.0617,unknown,,,,0.43,0.57,strangers parfumerie|magenta pop eau de parfum|unknown,,"magenta pop eau de parfum strangers parfumerie  grape, amber, blueberry, honeycomb, rose, orris, coriander, black pepper, gingerbread, licorice, red wine, leather, atlas cedar, mandarin orange, tobacco, caramel, civet, cinnamon "
Iridescent Sky Eau de Parfum,Strangers Parfumerie," Picture a sweltering but overcast midsummer afternoon in New York City- the puffy clouds hanging low amongst the skyscrapers, backlit by the setting sun to achieve a multi-toned crimson glow. The scents of the city- asphalt, exhaust, concrete- giving a smoky edge to fresh summer breeze, blooming park flowers, and sweet icy treats. The clouds themselves almost look good enough to eat. Iridescent Sky is the smell of that moment. On every level, Iridescent Sky weds a vivacious, juicy summer freshness to smoky cityscape. Bright citrus, juicy blueberry and sweet pineapple are cut with the gentle darkness of black tea, while the smooth rose and orris heart is spiked with a fiery, earthy vetiver. A heavenly ambrette musk in the base is transformed into something distinctly urbanized against metallic aluminum and smoke notes perfectly tuned to add sophisticated contrast without ever losing the evocative joyfulness. If your happiest summer memories involve long, hot days in the big city, Iridescent Sky is the scent for you."," Pomelo, tea, bergamot, neroli, pineapple, orris, Damask rose, vetiver, lemonade, gooseberry, ambrette, aluminum, musk, blueberry, smoke",https://static.luckyscent.com/images/products/842011.jpg?width=400&404=product.png,0.1852,0.3704,0.2469,0.0988,0.0988,unknown,,,,0.5,0.5,strangers parfumerie|iridescent sky eau de parfum|unknown,,"iridescent sky eau de parfum strangers parfumerie  pomelo, tea, bergamot, neroli, pineapple, orris, damask rose, vetiver, lemonade, gooseberry, ambrette, aluminum, musk, blueberry, smoke "
